Date,Time,Order,Payment,Card,CardType,Item,TotalPrice,Phone,Firstname,Lastname,Staff
2024-05-19,08:00:35,20240519002,card,4041-5910-0994-9471,visa,Palak Paneer,4,,,,STAFF-06
2024-05-19,09:28:50,20240519003,cash,,,Thunder Tea Rice,2.5,,,,STAFF-02
2024-05-19,12:14:27,20240519004,card,5100-1418-8375-9771,mastercard,Rinderrouladen,3.5,95445087,Faustina,Howsam,STAFF-05
2024-05-19,14:43:40,20240519005,card,5100-1491-9212-0304,mastercard,Gudeg,6,97691181,Jecho,Sirkett,STAFF-07
2024-05-19,14:43:40,20240519005,card,5100-1491-9212-0304,mastercard,Gudeg,6,97691181,Jecho,Sirkett,STAFF-07
2024-05-19,15:58:58,20240519006,card,5002-3503-8880-9705,mastercard,Rinderrouladen,3.5,88904185,Edvard,Loosley,STAFF-09
2024-05-19,18:12:36,20240519007,card,5111-8624-5657-5743,mastercard,Rinderrouladen,10.0,,,,STAFF-11
2024-05-19,18:12:36,20240519007,card,5111-8624-5657-5743,mastercard,Ayam Balado,10.0,,,,STAFF-10
2024-05-19,18:12:36,20240519007,card,5111-8624-5657-5743,mastercard,Thunder Tea Rice,10.0,,,,STAFF-08
2024-05-19,19:51:07,20240519008,card,4041-3725-8557-5547,visa,Palak Paneer,8,,,,STAFF-12
2024-05-19,19:51:07,20240519008,card,4041-3725-8557-5547,visa,Palak Paneer,8,,,,STAFF-12
2024-05-19,21:15:42,20240519009,card,4041-5970-8022-5855,visa,Palak Paneer,14,85551145,Glory,Gerriet,STAFF-03
2024-05-19,21:15:42,20240519009,card,4041-5970-8022-5855,visa,Palak Paneer,14,85551145,Glory,Gerriet,STAFF-03
2024-05-19,21:15:42,20240519009,card,4041-5970-8022-5855,visa,Palak Paneer,14,85551145,Glory,Gerriet,STAFF-03
2024-05-19,21:15:42,20240519009,card,4041-5970-8022-5855,visa,Palak Paneer,14,85551145,Glory,Gerriet,STAFF-03
2024-05-19,21:18:36,20240519010,card,3723-0155-0511-1270,americanexpress,Palak Paneer,8,96691498,Kit,Agge,STAFF-06
2024-05-19,21:18:36,20240519010,card,3723-0155-0511-1270,americanexpress,Palak Paneer,8,96691498,Kit,Agge,STAFF-06
2024-05-20,10:05:59,20240520001,card,3787-1306-3202-5110,americanexpress,Rinderrouladen,10.5,,,,STAFF-01
2024-05-20,10:05:59,20240520001,card,3787-1306-3202-5110,americanexpress,Rinderrouladen,10.5,,,,STAFF-01
2024-05-20,10:05:59,20240520001,card,3787-1306-3202-5110,americanexpress,Rinderrouladen,10.5,,,,STAFF-01
2024-05-20,10:17:52,20240520002,card,5002-3501-7820-3002,mastercard,Rendang,12,,,,STAFF-04
2024-05-20,10:17:52,20240520002,card,5002-3501-7820-3002,mastercard,Rendang,12,,,,STAFF-04
2024-05-20,10:17:52,20240520002,card,5002-3501-7820-3002,mastercard,Rendang,12,,,,STAFF-04
2024-05-20,10:58:48,20240520003,card,3742-8375-6443-8590,americanexpress,Rendang,14,93603800,Maddie,Izkoveski,STAFF-05
2024-05-20,10:58:48,20240520003,card,3742-8375-6443-8590,americanexpress,Rendang,14,93603800,Maddie,Izkoveski,STAFF-05
2024-05-20,10:58:48,20240520003,card,3742-8375-6443-8590,americanexpress,Rendang,14,93603800,Maddie,Izkoveski,STAFF-05
2024-05-20,10:58:48,20240520003,card,3742-8375-6443-8590,americanexpress,Rendang,14,93603800,Maddie,Izkoveski,STAFF-05
2024-05-20,11:15:16,20240520004,card,4041-3714-6296-2109,visa,Gudeg,9,,,,STAFF-07
2024-05-20,11:15:16,20240520004,card,4041-3714-6296-2109,visa,Gudeg,9,,,,STAFF-07
2024-05-20,11:15:16,20240520004,card,4041-3714-6296-2109,visa,Gudeg,9,,,,STAFF-08
2024-05-20,13:27:13,20240520005,card,3466-5960-1418-4580,americanexpress,Gudeg,9,88757769,Fonz,Buckell,STAFF-09
2024-05-20,13:27:13,20240520005,card,3466-5960-1418-4580,americanexpress,Gudeg,9,88757769,Fonz,Buckell,STAFF-10
2024-05-20,13:27:13,20240520005,card,3466-5960-1418-4580,americanexpress,Gudeg,9,88757769,Fonz,Buckell,STAFF-10
2024-05-20,14:13:19,20240520006,card,5007-6635-0124-2249,mastercard,Rinderrouladen,11.5,,,,STAFF-02
2024-05-20,14:13:19,20240520006,card,5007-6635-0124-2249,mastercard,Palak Paneer,11.5,,,,STAFF-11
2024-05-20,14:13:19,20240520006,card,5007-6635-0124-2249,mastercard,Palak Paneer,11.5,,,,STAFF-11
2024-05-20,14:32:21,20240520007,cash,,,Gudeg,6,,,,STAFF-12
2024-05-20,14:32:21,20240520007,cash,,,Gudeg,6,,,,STAFF-12
2024-05-20,17:12:51,20240520008,card,3379-4150-3816-5050,americanexpress,Rendang,8,93095451,Adaline,Harburtson,STAFF-01
2024-05-20,17:12:51,20240520008,card,3379-4150-3816-5050,americanexpress,Rendang,8,93095451,Adaline,Harburtson,STAFF-01
2024-05-20,17:13:57,20240520009,card,4017-9534-7182-8000,visa,Rendang,4,,,,STAFF-03
2024-05-20,20:36:48,20240520010,card,5010-1297-9032-9290,mastercard,Rinderrouladen,23.0,,,,STAFF-02
2024-05-20,20:36:48,20240520010,card,5010-1297-9032-9290,mastercard,Rinderrouladen,23.0,,,,STAFF-02
2024-05-20,20:36:48,20240520010,card,5010-1297-9032-9290,mastercard,Sauerbraten,23.0,,,,STAFF-04
2024-05-20,20:36:48,20240520010,card,5010-1297-9032-9290,mastercard,Sauerbraten,23.0,,,,STAFF-04
2024-05-20,20:36:48,20240520010,card,5010-1297-9032-9290,mastercard,Sauerbraten,23.0,,,,STAFF-04
2024-05-20,20:36:48,20240520010,card,5010-1297-9032-9290,mastercard,Sauerbraten,23.0,,,,STAFF-04
2024-05-20,20:46:52,20240520011,card,4041-3732-3326-1000,visa,Bun Cha,3,,,,STAFF-05
2024-05-20,21:36:54,20240520012,card,5100-1491-9212-0304,mastercard,Rinderrouladen,7.0,97691181,Jecho,Sirkett,STAFF-07
2024-05-20,21:36:54,20240520012,card,5100-1491-9212-0304,mastercard,Rinderrouladen,7.0,97691181,Jecho,Sirkett,STAFF-06
2024-05-21,08:27:38,20240521001,card,3487-3105-0198-1010,americanexpress,Rendang,12,,,,STAFF-08
2024-05-21,08:27:38,20240521001,card,3487-3105-0198-1010,americanexpress,Rendang,12,,,,STAFF-08
2024-05-21,08:27:38,20240521001,card,3487-3105-0198-1010,americanexpress,Rendang,12,,,,STAFF-08
2024-05-21,09:43:51,20240521002,cash,,,Rinderrouladen,6.5,,,,STAFF-11
2024-05-21,09:43:51,20240521002,cash,,,Gudeg,6.5,,,,STAFF-09
2024-05-21,09:46:09,20240521003,cash,,,Sauerbraten,12,,,,STAFF-12
2024-05-21,09:46:09,20240521003,cash,,,Sauerbraten,12,,,,STAFF-12
2024-05-21,09:46:09,20240521003,cash,,,Sauerbraten,12,,,,STAFF-12
2024-05-21,10:05:08,20240521004,cash,,,Rendang,12,,,,STAFF-10
2024-05-21,10:05:08,20240521004,cash,,,Rendang,12,,,,STAFF-10
2024-05-21,10:05:08,20240521004,cash,,,Rendang,12,,,,STAFF-10
2024-05-21,16:10:20,20240521005,card,5100-1791-3608-2385,mastercard,Rendang,8,93144845,Ilysa,Duesbury,STAFF-01
2024-05-21,16:10:20,20240521005,card,5100-1791-3608-2385,mastercard,Rendang,8,93144845,Ilysa,Duesbury,STAFF-01
2024-05-21,18:13:24,20240521006,card,5100-1491-9212-0304,mastercard,Thunder Tea Rice,7.5,97691181,Jecho,Sirkett,STAFF-02
2024-05-21,18:13:24,20240521006,card,5100-1491-9212-0304,mastercard,Thunder Tea Rice,7.5,97691181,Jecho,Sirkett,STAFF-02
2024-05-21,18:13:24,20240521006,card,5100-1491-9212-0304,mastercard,Thunder Tea Rice,7.5,97691181,Jecho,Sirkett,STAFF-02
2024-05-21,19:11:09,20240521007,card,3379-4187-8598-9100,americanexpress,Palak Paneer,4,92926747,Kathi,Warman,STAFF-03
2024-05-21,20:13:48,20240521008,card,5100-1489-8735-8590,mastercard,Palak Paneer,12,84459398,Tiffani,Kennon,STAFF-06
2024-05-21,20:13:48,20240521008,card,5100-1489-8735-8590,mastercard,Palak Paneer,12,84459398,Tiffani,Kennon,STAFF-06
2024-05-21,20:13:48,20240521008,card,5100-1489-8735-8590,mastercard,Palak Paneer,12,84459398,Tiffani,Kennon,STAFF-06
2024-05-22,09:34:42,20240522001,card,3723-0114-8607-7750,americanexpress,Palak Paneer,8,,,,STAFF-08
2024-05-22,09:34:42,20240522001,card,3723-0114-8607-7750,americanexpress,Palak Paneer,8,,,,STAFF-08
2024-05-22,10:49:47,20240522002,card,5002-3501-7820-3002,mastercard,Rinderrouladen,3.5,,,,STAFF-04
2024-05-22,11:18:14,20240522003,card,3746-2275-6435-3000,americanexpress,Bun Cha,9,83756798,Constantine,Euesden,STAFF-05
2024-05-22,11:18:14,20240522003,card,3746-2275-6435-3000,americanexpress,Bun Cha,9,83756798,Constantine,Euesden,STAFF-05
2024-05-22,11:18:14,20240522003,card,3746-2275-6435-3000,americanexpress,Bun Cha,9,83756798,Constantine,Euesden,STAFF-05
2024-05-22,11:34:55,20240522004,card,5010-1239-6095-0191,mastercard,Rinderrouladen,3.5,96297154,Collete,Print,STAFF-07
2024-05-22,12:29:51,20240522005,card,5100-1491-9212-0304,mastercard,Gudeg,6,97691181,Jecho,Sirkett,STAFF-09
2024-05-22,12:29:51,20240522005,card,5100-1491-9212-0304,mastercard,Gudeg,6,97691181,Jecho,Sirkett,STAFF-10
2024-05-22,14:00:20,20240522006,card,3742-8376-7036-0310,americanexpress,Rinderrouladen,12.0,99218548,Georgeta,Tilston,STAFF-11
2024-05-22,14:00:20,20240522006,card,3742-8376-7036-0310,americanexpress,Rinderrouladen,12.0,99218548,Georgeta,Tilston,STAFF-11
2024-05-22,14:00:20,20240522006,card,3742-8376-7036-0310,americanexpress,Rinderrouladen,12.0,99218548,Georgeta,Tilston,STAFF-11
2024-05-22,14:00:20,20240522006,card,3742-8376-7036-0310,americanexpress,Rinderrouladen,12.0,99218548,Georgeta,Tilston,STAFF-11
2024-05-22,19:24:58,20240522007,card,4017-9536-8533-0832,visa,Palak Paneer,8,83779605,Igor,Breston,STAFF-03
2024-05-22,19:24:58,20240522007,card,4017-9536-8533-0832,visa,Palak Paneer,8,83779605,Igor,Breston,STAFF-12
2024-05-22,21:23:53,20240522008,card,5279-3020-2508-5740,mastercard,Ayam Balado,14,81866554,Dmitri,Langdon,STAFF-01
2024-05-22,21:23:53,20240522008,card,5279-3020-2508-5740,mastercard,Ayam Balado,14,81866554,Dmitri,Langdon,STAFF-01
2024-05-22,21:23:53,20240522008,card,5279-3020-2508-5740,mastercard,Ayam Balado,14,81866554,Dmitri,Langdon,STAFF-01
2024-05-22,21:23:53,20240522008,card,5279-3020-2508-5740,mastercard,Palak Paneer,14,81866554,Dmitri,Langdon,STAFF-06
2024-05-23,10:10:20,20240523001,card,3723-0157-0537-2920,americanexpress,Palak Paneer,4,91351382,Dayle,Allard,STAFF-08
2024-05-23,12:22:07,20240523002,card,3742-8800-8841-7920,americanexpress,Thunder Tea Rice,10.0,,,,STAFF-02
2024-05-23,12:22:07,20240523002,card,3742-8800-8841-7920,americanexpress,Thunder Tea Rice,10.0,,,,STAFF-02
2024-05-23,12:22:07,20240523002,card,3742-8800-8841-7920,americanexpress,Thunder Tea Rice,10.0,,,,STAFF-02
2024-05-23,12:22:07,20240523002,card,3742-8800-8841-7920,americanexpress,Thunder Tea Rice,10.0,,,,STAFF-02
2024-05-23,15:55:17,20240523003,card,5279-3020-2508-5740,mastercard,Palak Paneer,12,81866554,Dmitri,Langdon,STAFF-11
2024-05-23,15:55:17,20240523003,card,5279-3020-2508-5740,mastercard,Palak Paneer,12,81866554,Dmitri,Langdon,STAFF-11
2024-05-23,15:55:17,20240523003,card,5279-3020-2508-5740,mastercard,Palak Paneer,12,81866554,Dmitri,Langdon,STAFF-11
2024-05-23,15:56:27,20240523004,card,5562-3616-8106-7877,mastercard,Palak Paneer,16,,,,STAFF-12
2024-05-23,15:56:27,20240523004,card,5562-3616-8106-7877,mastercard,Palak Paneer,16,,,,STAFF-12
2024-05-23,15:56:27,20240523004,card,5562-3616-8106-7877,mastercard,Palak Paneer,16,,,,STAFF-12
2024-05-23,15:56:27,20240523004,card,5562-3616-8106-7877,mastercard,Palak Paneer,16,,,,STAFF-12
2024-05-23,16:18:14,20240523005,card,5279-3020-2508-5740,mastercard,Palak Paneer,8,81866554,Dmitri,Langdon,STAFF-03
2024-05-23,16:18:14,20240523005,card,5279-3020-2508-5740,mastercard,Palak Paneer,8,81866554,Dmitri,Langdon,STAFF-03
2024-05-23,16:41:00,20240523006,card,3746-2256-3481-6950,americanexpress,Rendang,8,84698244,Lauren,Arnault,STAFF-04
2024-05-23,16:41:00,20240523006,card,3746-2256-3481-6950,americanexpress,Rendang,8,84698244,Lauren,Arnault,STAFF-04
2024-05-23,17:14:33,20240523007,card,5147-3720-3530-3342,mastercard,Palak Paneer,14,81487636,Kathy,Woffinden,STAFF-06
2024-05-23,17:14:33,20240523007,card,5147-3720-3530-3342,mastercard,Rendang,14,81487636,Kathy,Woffinden,STAFF-05
2024-05-23,17:14:33,20240523007,card,5147-3720-3530-3342,mastercard,Rendang,14,81487636,Kathy,Woffinden,STAFF-05
2024-05-23,17:14:33,20240523007,card,5147-3720-3530-3342,mastercard,Rendang,14,81487636,Kathy,Woffinden,STAFF-05
2024-05-23,19:03:54,20240523008,card,5100-1455-4448-5254,mastercard,Bun Cha,3,89743840,Carlin,Starbucke,STAFF-07
2024-05-23,19:17:28,20240523009,card,4017-9536-8533-0832,visa,Palak Paneer,12,83779605,Igor,Breston,STAFF-08
2024-05-23,19:17:28,20240523009,card,4017-9536-8533-0832,visa,Palak Paneer,12,83779605,Igor,Breston,STAFF-11
2024-05-23,19:17:28,20240523009,card,4017-9536-8533-0832,visa,Palak Paneer,12,83779605,Igor,Breston,STAFF-11
2024-05-23,19:42:32,20240523010,card,4764-6275-4671-4880,visa,Palak Paneer,4,87902632,Ruddy,Harty,STAFF-12
2024-05-23,20:15:01,20240523011,card,5537-5226-4108-0613,mastercard,Palak Paneer,26,95303069,Gregoire,Mobbs,STAFF-03
2024-05-23,20:15:01,20240523011,card,5537-5226-4108-0613,mastercard,Palak Paneer,26,95303069,Gregoire,Mobbs,STAFF-03
2024-05-23,20:15:01,20240523011,card,5537-5226-4108-0613,mastercard,Palak Paneer,26,95303069,Gregoire,Mobbs,STAFF-03
2024-05-23,20:15:01,20240523011,card,5537-5226-4108-0613,mastercard,Rendang,26,95303069,Gregoire,Mobbs,STAFF-09
2024-05-23,20:15:01,20240523011,card,5537-5226-4108-0613,mastercard,Rendang,26,95303069,Gregoire,Mobbs,STAFF-09
2024-05-23,20:15:01,20240523011,card,5537-5226-4108-0613,mastercard,Rendang,26,95303069,Gregoire,Mobbs,STAFF-09
2024-05-23,20:15:01,20240523011,card,5537-5226-4108-0613,mastercard,Rendang,26,95303069,Gregoire,Mobbs,STAFF-09
2024-05-23,22:48:11,20240523012,card,4041-3720-2532-1320,visa,Rinderrouladen,3.5,,,,STAFF-01
2024-05-23,22:55:37,20240523013,cash,,,Ayam Balado,4,,,,STAFF-10
2024-05-24,11:11:59,20240524001,card,3746-2275-6435-3000,americanexpress,Bun Cha,9,83756798,Constantine,Euesden,STAFF-05
2024-05-24,11:11:59,20240524001,card,3746-2275-6435-3000,americanexpress,Bun Cha,9,83756798,Constantine,Euesden,STAFF-05
2024-05-24,11:11:59,20240524001,card,3746-2275-6435-3000,americanexpress,Bun Cha,9,83756798,Constantine,Euesden,STAFF-05
2024-05-24,11:15:08,20240524002,card,5100-1491-9212-0304,mastercard,Gudeg,10,97691181,Jecho,Sirkett,STAFF-04
2024-05-24,11:15:08,20240524002,card,5100-1491-9212-0304,mastercard,Gudeg,10,97691181,Jecho,Sirkett,STAFF-07
2024-05-24,11:15:08,20240524002,card,5100-1491-9212-0304,mastercard,Gudeg,10,97691181,Jecho,Sirkett,STAFF-07
2024-05-24,11:15:08,20240524002,card,5100-1491-9212-0304,mastercard,Gudeg,10,97691181,Jecho,Sirkett,STAFF-07
2024-05-24,16:07:20,20240524003,card,4017-9592-8958-4542,visa,Ayam Balado,4,,,,STAFF-09
2024-05-24,18:17:40,20240524004,card,3379-4141-2824-2280,americanexpress,Bun Cha,13,82005603,Lila,Howse,STAFF-05
2024-05-24,18:17:40,20240524004,card,3379-4141-2824-2280,americanexpress,Bun Cha,13,82005603,Lila,Howse,STAFF-05
2024-05-24,18:17:40,20240524004,card,3379-4141-2824-2280,americanexpress,Bun Cha,13,82005603,Lila,Howse,STAFF-05
2024-05-24,18:17:40,20240524004,card,3379-4141-2824-2280,americanexpress,Bun Cha,13,82005603,Lila,Howse,STAFF-05
2024-05-24,18:17:40,20240524004,card,3379-4141-2824-2280,americanexpress,Bun Cha,13,82005603,Lila,Howse,STAFF-06
2024-05-24,22:30:40,20240524005,card,3742-8310-7176-6200,americanexpress,Rinderrouladen,3.5,98343722,Alexandr,Waylen,STAFF-02
2024-05-25,07:40:59,20240525001,cash,,,Gudeg,3,,,,STAFF-10
2024-05-25,12:13:53,20240525002,card,3431-8243-2641-4640,americanexpress,Rendang,4,,,,STAFF-01
2024-05-25,12:40:24,20240525003,cash,,,Gudeg,6,,,,STAFF-04
2024-05-25,12:40:24,20240525003,cash,,,Gudeg,6,,,,STAFF-04
2024-05-25,12:42:10,20240525004,card,3492-9277-9763-3280,americanexpress,Rinderrouladen,14.0,,,,STAFF-02
2024-05-25,12:42:10,20240525004,card,3492-9277-9763-3280,americanexpress,Rinderrouladen,14.0,,,,STAFF-02
2024-05-25,12:42:10,20240525004,card,3492-9277-9763-3280,americanexpress,Rinderrouladen,14.0,,,,STAFF-07
2024-05-25,12:42:10,20240525004,card,3492-9277-9763-3280,americanexpress,Rinderrouladen,14.0,,,,STAFF-07
2024-05-25,12:58:12,20240525005,card,3379-4138-3811-4930,americanexpress,Rinderrouladen,3.5,,,,STAFF-09
2024-05-25,16:47:10,20240525006,card,5002-3569-0363-0476,mastercard,Gudeg,10.5,86779254,Marcus,Ortell,STAFF-08
2024-05-25,16:47:10,20240525006,card,5002-3569-0363-0476,mastercard,Gudeg,10.5,86779254,Marcus,Ortell,STAFF-08
2024-05-25,16:47:10,20240525006,card,5002-3569-0363-0476,mastercard,Gudeg,10.5,86779254,Marcus,Ortell,STAFF-08
2024-05-25,16:47:10,20240525006,card,5002-3569-0363-0476,mastercard,Rinderrouladen,10.5,86779254,Marcus,Ortell,STAFF-11
2024-05-26,10:20:02,20240526001,card,3742-8375-6443-8590,americanexpress,Rendang,8,93603800,Maddie,Izkoveski,STAFF-10
2024-05-26,10:20:02,20240526001,card,3742-8375-6443-8590,americanexpress,Rendang,8,93603800,Maddie,Izkoveski,STAFF-10
2024-05-26,14:24:50,20240526002,card,3746-2285-0863-9930,americanexpress,Rinderrouladen,3.5,,,,STAFF-12
2024-05-26,14:26:05,20240526003,card,4041-3785-8572-4597,visa,Bun Cha,3,83488796,Sofia,Mariot,STAFF-03
2024-05-26,14:40:59,20240526004,card,4041-3714-0844-2216,visa,Rinderrouladen,3.5,,,,STAFF-01
2024-05-26,17:19:16,20240526005,card,3742-8864-5756-0070,americanexpress,Palak Paneer,4,,,,STAFF-06
2024-05-26,18:09:53,20240526006,card,4057-7153-2392-5000,visa,Ayam Balado,18,,,,STAFF-04
2024-05-26,18:09:53,20240526006,card,4057-7153-2392-5000,visa,Ayam Balado,18,,,,STAFF-04
2024-05-26,18:09:53,20240526006,card,4057-7153-2392-5000,visa,Ayam Balado,18,,,,STAFF-05
2024-05-26,18:09:53,20240526006,card,4057-7153-2392-5000,visa,Gudeg,18,,,,STAFF-07
2024-05-26,18:09:53,20240526006,card,4057-7153-2392-5000,visa,Gudeg,18,,,,STAFF-07
2024-05-26,18:39:19,20240526007,card,4041-3791-2472-0000,visa,Rendang,4,91153786,Ad,Youles,STAFF-08
2024-05-26,20:59:15,20240526008,card,5100-1399-4779-7621,mastercard,Ayam Balado,8,88398022,Wendel,Mingard,STAFF-09
2024-05-26,20:59:15,20240526008,card,5100-1399-4779-7621,mastercard,Palak Paneer,8,88398022,Wendel,Mingard,STAFF-11
2024-05-26,21:02:37,20240526009,card,5010-1225-8707-3783,mastercard,Bun Cha,3,,,,STAFF-12
2024-05-26,21:03:52,20240526010,card,4795-3093-9560-4289,visa,Palak Paneer,14,97454536,Orbadiah,Hansod,STAFF-03
2024-05-26,21:03:52,20240526010,card,4795-3093-9560-4289,visa,Palak Paneer,14,97454536,Orbadiah,Hansod,STAFF-03
2024-05-26,21:03:52,20240526010,card,4795-3093-9560-4289,visa,Palak Paneer,14,97454536,Orbadiah,Hansod,STAFF-03
2024-05-26,21:03:52,20240526010,card,4795-3093-9560-4289,visa,Palak Paneer,14,97454536,Orbadiah,Hansod,STAFF-03
2024-05-26,21:04:59,20240526011,card,5010-1225-8707-3783,mastercard,Rendang,4,95058405,Nisse,Younger,STAFF-10
2024-05-26,21:06:03,20240526012,card,3379-4155-7323-5230,americanexpress,Palak Paneer,4,,,,STAFF-06
2024-05-27,11:34:55,20240527001,card,5100-1491-9212-0304,mastercard,Gudeg,3,97691181,Jecho,Sirkett,STAFF-01
2024-05-27,14:05:22,20240527002,card,4041-5963-5253-5884,visa,Rinderrouladen,12.5,81212809,Alister,Byles,STAFF-02
2024-05-27,14:05:22,20240527002,card,4041-5963-5253-5884,visa,Rinderrouladen,12.5,81212809,Alister,Byles,STAFF-02
2024-05-27,14:05:22,20240527002,card,4041-5963-5253-5884,visa,Rinderrouladen,12.5,81212809,Alister,Byles,STAFF-02
2024-05-27,14:05:22,20240527002,card,4041-5963-5253-5884,visa,Sauerbraten,12.5,81212809,Alister,Byles,STAFF-02
2024-05-27,15:11:34,20240527003,card,5364-6096-7594-1048,mastercard,Gudeg,9,,,,STAFF-04
2024-05-27,15:11:34,20240527003,card,5364-6096-7594-1048,mastercard,Gudeg,9,,,,STAFF-04
2024-05-27,15:11:34,20240527003,card,5364-6096-7594-1048,mastercard,Gudeg,9,,,,STAFF-05
2024-05-27,17:50:56,20240527004,card,5562-3616-8106-7877,mastercard,Rendang,4,,,,STAFF-07
2024-05-27,18:00:51,20240527005,card,3447-0570-5146-3620,americanexpress,Gudeg,9,99932959,Clarie,Kennelly,STAFF-08
2024-05-27,18:00:51,20240527005,card,3447-0570-5146-3620,americanexpress,Gudeg,9,99932959,Clarie,Kennelly,STAFF-08
2024-05-27,18:00:51,20240527005,card,3447-0570-5146-3620,americanexpress,Gudeg,9,99932959,Clarie,Kennelly,STAFF-08
2024-05-27,19:16:27,20240527006,card,3742-8341-9537-5680,americanexpress,Rendang,12,98509781,Antonina,Pendered,STAFF-09
2024-05-27,19:16:27,20240527006,card,3742-8341-9537-5680,americanexpress,Rendang,12,98509781,Antonina,Pendered,STAFF-09
2024-05-27,19:16:27,20240527006,card,3742-8341-9537-5680,americanexpress,Rendang,12,98509781,Antonina,Pendered,STAFF-09
2024-05-27,19:17:39,20240527007,card,5286-7461-9467-0990,mastercard,Rendang,8,82502663,Durante,Gally,STAFF-10
2024-05-27,19:17:39,20240527007,card,5286-7461-9467-0990,mastercard,Rendang,8,82502663,Durante,Gally,STAFF-10
2024-05-27,21:29:07,20240527008,card,5007-6635-0124-2249,mastercard,Rinderrouladen,3.5,99526912,Ole,Twydell,STAFF-11
2024-05-27,21:30:20,20240527009,card,4764-6275-4671-4880,visa,Palak Paneer,4,87902632,Ruddy,Harty,STAFF-12
2024-05-28,08:37:09,20240528001,card,5100-1491-9212-0304,mastercard,Rinderrouladen,7.0,97691181,Jecho,Sirkett,STAFF-01
2024-05-28,08:37:09,20240528001,card,5100-1491-9212-0304,mastercard,Rinderrouladen,7.0,97691181,Jecho,Sirkett,STAFF-01
2024-05-28,09:20:11,20240528002,card,5010-1239-6095-0191,mastercard,Rinderrouladen,3.5,96297154,Collete,Print,STAFF-02
2024-05-28,11:48:18,20240528003,card,3792-4305-0025-9550,americanexpress,Palak Paneer,8,,,,STAFF-03
2024-05-28,11:48:18,20240528003,card,3792-4305-0025-9550,americanexpress,Palak Paneer,8,,,,STAFF-03
2024-05-28,13:14:40,20240528004,card,5312-3568-7145-6081,mastercard,Palak Paneer,4,84395101,Ann,Tyrie,STAFF-06
2024-05-28,14:10:54,20240528005,card,5010-1297-9032-9290,mastercard,Sauerbraten,8,87639325,Deeanne,Briggdale,STAFF-04
2024-05-28,14:10:54,20240528005,card,5010-1297-9032-9290,mastercard,Sauerbraten,8,87639325,Deeanne,Briggdale,STAFF-04
2024-05-28,16:25:39,20240528006,card,3746-2275-6435-3000,americanexpress,Bun Cha,3,83756798,Constantine,Euesden,STAFF-05
2024-05-28,17:21:44,20240528007,cash,,,Palak Paneer,8,,,,STAFF-08
2024-05-28,17:21:44,20240528007,cash,,,Palak Paneer,8,,,,STAFF-08
2024-05-28,19:09:29,20240528008,card,3788-2099-3474-4720,americanexpress,Gudeg,13,,,,STAFF-07
2024-05-28,19:09:29,20240528008,card,3788-2099-3474-4720,americanexpress,Gudeg,13,,,,STAFF-07
2024-05-28,19:09:29,20240528008,card,3788-2099-3474-4720,americanexpress,Gudeg,13,,,,STAFF-07
2024-05-28,19:09:29,20240528008,card,3788-2099-3474-4720,americanexpress,Rendang,13,,,,STAFF-09
2024-05-28,20:24:32,20240528009,card,3742-8376-7036-0310,americanexpress,Rinderrouladen,3.5,99218548,Georgeta,Tilston,STAFF-11
2024-05-28,20:50:19,20240528010,card,5100-1491-9212-0304,mastercard,Gudeg,3,97691181,Jecho,Sirkett,STAFF-10
2024-05-29,09:14:44,20240529001,card,5278-2833-7285-5904,mastercard,Rendang,4,99943428,Vassily,Rhys,STAFF-12
2024-05-29,10:48:47,20240529002,cash,,,Rendang,8,,,,STAFF-01
2024-05-29,10:48:47,20240529002,cash,,,Rendang,8,,,,STAFF-01
2024-05-29,11:14:03,20240529003,card,5328-7624-5034-7876,mastercard,Ayam Balado,4,96485460,Ritchie,Lomond,STAFF-03
2024-05-29,15:10:49,20240529004,card,5048-3728-9559-4576,mastercard,Gudeg,3,88196429,Torrence,Brikner,STAFF-04
2024-05-29,15:22:56,20240529005,card,4017-9529-9189-1000,visa,Rendang,4,,,,STAFF-05
2024-05-29,15:45:13,20240529006,card,5563-0000-0303-6975,mastercard,Palak Paneer,12,86907966,Emiline,Gilhooley,STAFF-06
2024-05-29,15:45:13,20240529006,card,5563-0000-0303-6975,mastercard,Palak Paneer,12,86907966,Emiline,Gilhooley,STAFF-06
2024-05-29,15:45:13,20240529006,card,5563-0000-0303-6975,mastercard,Palak Paneer,12,86907966,Emiline,Gilhooley,STAFF-06
2024-05-29,16:45:04,20240529007,card,3723-0139-8583-5360,americanexpress,Rendang,8,85716523,Darrell,Govern,STAFF-07
2024-05-29,16:45:04,20240529007,card,3723-0139-8583-5360,americanexpress,Rendang,8,85716523,Darrell,Govern,STAFF-07
2024-05-29,18:24:03,20240529008,card,4041-5942-1351-4000,visa,Rendang,14,,,,STAFF-09
2024-05-29,18:24:03,20240529008,card,4041-5942-1351-4000,visa,Rendang,14,,,,STAFF-09
2024-05-29,18:24:03,20240529008,card,4041-5942-1351-4000,visa,Bun Cha,14,,,,STAFF-08
2024-05-29,18:24:03,20240529008,card,4041-5942-1351-4000,visa,Bun Cha,14,,,,STAFF-08
2024-05-29,20:30:42,20240529009,card,5007-6628-4693-3645,mastercard,Ayam Balado,14,81425186,Paul,Beeck,STAFF-10
2024-05-29,20:30:42,20240529009,card,5007-6628-4693-3645,mastercard,Ayam Balado,14,81425186,Paul,Beeck,STAFF-10
